-1.192626783195792350e-01,5.992621316563911948e-02,2.432143737656536353e-02,-1.509199700987030046e-01,-1.865532661753401267e-01,-2.304856844098391797e-02,1.366605675017973087e-01,2.522265815601810734e-01,3.590581965350953531e-01,3.205900392194758752e-01
1.017195379998674931e-01,4.664480306428997990e-03,1.412282890963671433e-01,6.455187475945028952e-02,-5.667676710516077361e-03,7.499266298342544337e-03,-3.542198070947020268e-03,-1.287481384737231872e-02,-1.384224228641410537e-01,-5.021659724268879828e-04
2.392164926074184794e-03,-3.605493185707563802e-02,3.577889269501996483e-02,-9.481796577659921954e-02,-9.883143052815161755e-02,1.138902345155596296e-01,3.232551432419437654e-01,2.462926401167694901e-01,1.153959944246554237e-01,2.631524109229055330e-01
9.236502044178128423e-02,-9.868813385942061533e-02,7.812223605277208993e-02,-6.631194832919588833e-02,7.881732905072888484e-02,-5.259691347070018230e-02,9.035621128634550858e-02,1.111835451283295015e-02,1.150776846631731826e-01,-7.692969187334638276e-03
-1.173468891439438250e-01,1.186627977115208843e-01,8.493078362752671043e-03,-2.517975096928010484e-02,-6.371786518741356887e-04,-6.308828415899754571e-02,4.030591964407134742e-01,3.155809706043957164e-01,3.715157362675524655e-01,2.381432841317541182e-01
-5.368261105184632398e-02,-8.222065101720824054e-02,1.236804283998833159e-01,-6.144395337533702789e-02,1.159985447408462267e-01,6.986969645283673536e-02,3.315558477517192848e-02,-5.521213928100058427e-02,-7.999714837313494364e-02,-1.684311568932957137e-01
-1.515257486729706775e-02,-9.768243916510795100e-02,-2.556893962490281932e-02,-4.644775877463484109e-02,-6.619519613777265221e-02,-1.207593275252177162e-01,3.419289406898732286e-01,1.380594000996313853e-01,3.231195903136848124e-01,4.333063037422712482e-01
1.217635428126208480e-01,-6.672430010107631773e-03,4.085544325094859347e-02,1.373145684074102146e-01,2.028860342907558983e-02,-1.318597226499313435e-01,2.477151119635514209e-01,2.745292223928021413e-01,3.438497714446098752e-01,1.227595951659725682e-01
-8.782437156055837579e-02,-4.902992464145237116e-03,-1.132680949081049798e-01,-1.013940593492598519e-01,3.795356420398313113e-02,-1.236008177283341447e-01,1.706845775392296927e-01,1.291707941953388061e-01,2.355962782736981953e-01,1.707700149153882074e-01
6.872614206445357143e-02,5.314226690649644091e-02,6.376327459693530153e-02,1.125192854531392866e-01,-1.985638941241609501e-01,-1.649748322540769974e-02,8.779143642730019570e-02,-3.053390009588781082e-02,5.025563563996406774e-02,2.433044715826606849e-02
